Description,AvgProfitMargin,TotalSalesDollars,TargetBrand
Charles Smith Boom Boom Syra,15.155980811763008,25528.14,No
Charles Smith C Smith Cab Sv,25.403198914758008,20242.489999999998,No
Charles Smith Eve WA Chard,31.866526680969553,21030.72,No
Charles Smith King Coal Red,34.64346434643464,1199.88,No
Charles Smith Kung Fu Girl R,41.2259936360221,86163.09,No
Charles Smith Velvet Dev Mer,26.256872871953785,65347.5,No
Chartron La Fleur Brdx Whit,34.03171689995669,32626.77,No
Chartron Trebuchet Chard Bou,21.98448915661854,12105.08,No
Chartron Trebuchet Puligny,63.02898320644409,2897.54,No
Chateau Camensac 10,81.97957907897478,719.85,No
Chateau Carlmagnus 10,88.71963160959085,944.65,No
Chateau Gazin Pomerol 10,31.033156396645907,389.97,No
Chateau Giscours Margaux,57.478995799159826,399.92,No
Chateau Montrose St Estephe,46.86304283336769,3977.7400000000002,No
Chateau Pontet Canet Pauilac,73.27538701744002,3919.7200000000003,No
Chateau Simon Bordeaux Blanc,88.0987544921971,1625.04,No
Chateau d'Issan Margaux,79.86849416558623,1079.8,No
Chauffe-Coeur Calvados VSOP,22.94254628628895,45660.93,No
Chehalem Ian's Chard Rsv,45.08683015876828,832.66,No
Chehalem Inox Chard Wlmt Vly,75.21224380306094,1379.31,No
Chehalem Pnt Nr Three Vyd,82.013359947099,3266.48,No
Chehalem Ridge Crest Vyds Pn,71.13048894425414,3275.2200000000003,No
Chene Bleu Rose,33.413180289412466,9686.859999999999,No
Chenin Bl K Forrester Stlnbh,51.73631547969394,1427.1599999999999,No
Cherry Heering Liqueur,50.87485313264107,944.73,No
Cherry On Top Sweet White,89.00692840646651,64.95,Yes
Cherry Pie Stanly Pnt Nr,27.383980474910203,19036.02,No
Cherry Tart Pnt Nr,33.72776322282981,15096.05,No
Cheval Blanc,32.88543546477545,2609.97,No
Cheval Blanc St Emilion 08,50.00055556790151,7199.84,No
Cheval des Andes Mendoza,56.25364644107351,3839.36,No
Chevalier L'Aujardiere Chard,93.73300821211356,356.78999999999996,Yes
Chi Chi's Chocolate Malt RTD,98.11083669136444,461.58,Yes
Chi Chi's Mai Tai,28.025477707006363,527.52,No
Chi Chi's Margarita,32.91899067983788,130515.97,No
Chi Chi's Orange Cream RTD,65.8590852068885,5914.78,No
Chi Chi's Ruby Red Margarita,67.75686271228281,4780.18,No
Chi Chi's Skinny Margarita,27.661204794522614,66192.2,No
Chicken & Turkey Cotes du Rh,76.34888522743863,479.47,Yes
Chigard Fleurie Les Moriers,85.67704905084122,3418.29,No
Chila Orchata Cinnamon Cream,26.555026524961285,65291.33,No
Chilcas Pinot Noir,32.416208104052025,19.99,No
Chilensis Pnt Nr,28.08937970228293,2477.52,No
Chimney Rock SLD Cab Svgn,35.49078439777111,139.98,No
Chinaco Anejo Tequila,21.8689356620391,66.99,No
Chinaco Blanco Tequila,85.20501598263994,5728.09,No
Chivas Regal,21.405189611585236,879530.0599999999,No
Chivas Regal 18-Yr Scotch,22.80799669660314,102415.79,No
Chivas Regal w/ 2 Glasses,95.44384794393847,3038.09,No
Chivas Royal Salute,10.978767324690814,20268.760000000002,No
Chloe Chard,11.205467361616348,838.43,No
Chloe Pnt Grigio,19.598926421250038,79159.54,No
Chloe Pnt Nr,30.937247766666214,40203.35,No
Chloe Prosecco,23.01195274091687,46386.85,No
Chloe Red,10.780330540874179,834.39,No
Choco Lat Liqueur,23.32154663042351,56433.65,No
ChocoVine,39.17274225449713,62384.91,No
Chocolate Cuvee,29.912496685480512,1319.95,No
Chocolate Shop Red,29.782388851743953,39135.94,No
Chopin Vodka,27.487630643931944,353885.88,No
Chops & Burgers Bordeaux,47.07772705430081,4661.44,No
Choya Plum Wine,26.763178851243026,11502.519999999999,No
Choyomusubi Ryo Junmai Sake,25.401481983468116,6728.82,No
Christian Bros Brandy,33.09471102986905,173593.72,No
Christian Bros Cream Sherry,34.649970642319126,5943.929999999999,No
Christian Bros Dry Sherry,31.12070229970072,9612.99,No
Christian Bros Holiday Nog,25.947573799146078,8982.15,No
Christian Bros Ruby Port,28.246753246753254,720.72,No
Christian Bros VS Brandy,29.8901652168657,57242.340000000004,No
Christian Drouin Calvados,87.5385904794237,942.5899999999999,No
Christmas Traditions Pnk Mos,31.03103103103102,119.88,No
Chronic Cellars Dead Nuts,33.7792449571042,2084.12,No
Chronic Cellars Purple Parad,15.22157315112386,26028.65,No
Chronic Cellars Sofa King,21.062187447322582,5695.04,No
Churchill's Late Bottled 05,31.724416880140215,2225.1,No
Churchill's Vintage Port 11,45.31552601566343,7906.849999999999,No
Churchills 10 Yr Tawny Port,43.079382254574064,2033.1999999999998,No
Churchills 20 Yr Tawny Port,45.349150156304994,3381.21,No
Churchills LBV Port,20.145520691223282,131.94,No
Chusclan Les Genets CDR,34.19170243204578,19474.14,No
Ciacci 07 Piccolomino Brunlo,84.51280341595394,779.87,No
Cielo Pnt Grigio,32.20186596130664,7331.21,No
Cigar Box Cab Svgn Valle Cen,32.635334263998764,8123.22,No
Cigar Box Malbec Mendoza,33.77571953673894,58660.66,No
Cigar Zin Old Vine Zinfandel,9.875856957569026,485.73,No
Cinnabon Cinnamon Liqueur,3.2721301860460996,32667.71,No
Cinq les Pattes Bordeaux Bla,85.24295140971806,1266.92,No
Cinquante-Cinq Chardonnay L,47.94669003205054,433.69,No
Cinquante-Cinq Viogn Lang Wh,33.06152705707932,323.76,No
Circa Pinot Grigio,30.15538583091914,455.64,No
Circa Rosso,10.495252758532201,116.91,No
Circadia Cab Svgn Napa Vly,68.03573809841312,74.99,Yes
Ciro Rosso Clsc Librandi Cl,19.55350269438029,77.94,No
Ciroc Amaretto Vodka,60.711211536783615,71096.17,No
Ciroc Apple Vodka,32.655794914566336,975620.9700000001,No
Ciroc Coconut Vodka,29.711050610683667,670215.26,No
Ciroc Mango Vodka,11.293416597316517,158470.04,No
Ciroc Peach Vodka,30.674716047110472,535435.5,No
Ciroc Pineapple Vodka,42.65621344788823,402711.77,No
Ciroc Red Berry Vodka,28.139646338956176,561667.04,No
Ciroc Snap Frost Vodka,26.84828340285858,614624.69,No
Citadelle Gin,52.35148793318363,13333.259999999998,No
Citation Chard,15.17485015678959,2519.3,No
Citra Montepulciano,37.76665199635111,63120.66,No
Citra Pnt Grigio,39.67545253848298,35711.88,No
Citra Trebbiano D'Abruzzo,29.759887030769537,5622.77,No
Citran Haut-Medoc,94.12802444192579,1014.65,No
Clan MacGregor,23.940138256965998,329242.0,No
Clan MacGregor Scotch,64.4518580298397,323.73,No
Clarendelle Brdx Blanc,72.42075170268225,3330.04,No
Clarendelle Brdx Rouge,88.89031211306093,4918.41,No
Clark & Chesterfield Whiskey,18.81540770385192,2498.75,No
Claude Riffault Chass Sancer,77.47313819933309,890.67,No
Claude Riffault Les Boucauds,36.49038693481548,18033.27,No
Clayhouse Adobe Red Paso Rbl,46.71410486146647,61676.04,No
Clayhouse Cab Svgn,35.48562421870754,3311.82,No
Clayhouse Cab Svgn Paso Rbls,56.02148289624592,33865.08,No
Clayhouse Malbec Paso Robles,57.22219539052992,20705.2,No
Clayhouse Petite Sirah,64.54384611894932,5510.75,No
Clayhouse Svgn Bl Paso Roble,57.33543329312081,13320.89,No
Clayhouse Syrah Paso Robles,43.12564755854298,5424.22,No
Clean Slate Rsl Mosel,50.89741042095186,166518.57,No
Clement Mahina Coco Liqueur,33.859698322155644,13407.679999999998,No
Clement Select Barrel Rhum,35.18769825787519,28296.48,No
Clemento VII Toscano,8.073002018250516,4637.68,No
Cles des Ducs Armagnac VSOP,87.83537971805366,3694.3199999999997,No
Cleveland Black Rsv Whiskey,27.783279509198582,20347.129999999997,No
Cleveland Christmas Bourbon,67.14192661214446,11191.77,No
Clifford Bay Svgn Bl Marlbor,31.602474508489248,14288.09,No
Cline Ancient Vin Znfdl,35.79786457355539,67115.4,No
Cline Cashmere Red Cal,57.46440846170123,47964.35,No
Cline Chard Sonoma Cst,53.24186453591954,14122.12,No
Cline Cool Climate Pnt Nr,37.57157049361838,46152.05,No
Cline Viognier Sonoma Count,30.691850042132536,14145.84,No
Cline Znfdl Cal,32.17350366994072,79910.01,No
Clio Jumilla Red,21.117134479651494,7513.33,No
Clix Vodka,86.97901041145816,1799.94,No
Clontarf Irish Whiskey,24.02374646534076,44067.189999999995,No
Clos Amador Rose Tendre Cava,5.4643381096887,497.59,No
Clos Erasmus Laurel Priorat,66.66666666666667,1469.7,No
Clos LaChance Cab Svgn,23.325943697045165,1317.16,No
Clos LaChance Chard,42.76548339328925,5112.09,No
Clos LaChance Meritage,91.4914914914915,399.6,Yes
Clos Pegase Carneros Chard,49.071495023934105,74586.03,No
Clos Pegase Merlot Napa,68.13785436353528,52890.6,No
Clos Pegase Svgn Bl Napa,58.027114495062825,59855.07,No
Clos Rochette Faiveley 09,14.264274994640164,559.7199999999999,No
Clos de Los Siete Mendoza,35.75671956149748,13973.009999999998,No
Clos de Marquis 09 St Julien,62.64423693320228,5615.76,No
Clos du Bois Cab Svgn N Cst,35.135672027947415,352579.31,No
Clos du Bois Chard,36.66382272010774,1269408.06,No
Clos du Bois Chard Calcaire,82.7386599035874,516.53,Yes
Clos du Bois Marlstone,57.44780088679141,8340.18,No
Clos du Bois Merlot N Cst,36.59322285711591,127212.9,No
Clos du Bois Pnt Grigio Cal,27.669925541859623,157241.37,No
Clos du Bois Pnt Nr Cal,29.02628278312227,232387.49,No
Clos du Bois RSV Cab Svgn,34.06143541261993,32644.69,No
Clos du Bois RSV Chard RRV,37.124440320529544,52355.86,No
Clos du Bois RSV Merlot Alex,33.03199935097295,2588.49,No
Clos du Bois Rouge,46.66452988028655,18719.7,No
Clos du Bois Svgn Bl N Cst,34.789640036342256,81789.09,No
Clos du Bois Unoaked Chard,5.046870561499867,5808.55,No
Clos du Bois Znfdl Sonoma,37.59424263193968,16194.9,No
Clos du Val Cab Svgn Napa,53.15863840158287,100738.66,No
Clos du Val Carneros Chard,31.87394949565775,24958.25,No
Clos du Val Merlot Napa,34.43119410731701,13062.98,No
Cloudy Bay Chard Marlboro,10.19414217308943,14153.029999999999,No
Cloudy Bay Svgn Bl Marlboro,33.11234913858571,132992.91999999998,No
Cluny Scotch Whiskey,60.22552361261457,23602.85,No
Clynelish Single Malt Scotch,23.154872658956677,8878.52,No
Coastal Vines Cab Svgn Cal,23.9610593530828,286.59,No
Cocchi Americano,3.484637055369779,759.6199999999999,No
Cocchi Vermouth di Torino Sw,35.07109004739336,37.98,No
Cocci Grifoni Tellus Red,59.387875220718065,645.62,No
Cockburns Fine Ruby Port,30.25686630836844,60519.42,No
Cockburns Special RSV,31.269612668638608,25538.34,No
Cocktail Time Key Lime Rtd,74.23080557020204,6562.06,No
Cocktail Time Strawberry Rtd,73.42260894894308,6454.17,No
Cocobon Red,37.290409857297526,71999.45,No
Codice Sierra Cantabria Red,48.14508667283505,7500.62,No
Codorniu Original Spklg Cava,35.160726648460425,7828.82,No
Cointreau Liqueur,26.259032359665845,1293142.0899999999,No
Cointreau Noir Liqueur,37.78116185675873,22169.17,No
Cointreau VAP,88.77299292525377,3251.0,No
Col-di-Sasso Sangiovese/Cab,34.41786086216405,20654.77,No
Colavita Pinot Grigio,35.005490569589234,15034.87,No
Colavita Pnt Nr,35.07014028056112,51731.33,No
Colby Red,31.44876325088339,815.04,No
Cold River Blueberry Vodka,27.239505782459617,100693.31,No
Cold River Gin,28.403677871106954,70184.08,No
Cold River Vodka,33.753623591249045,100373.49,No
Coldcock American Herbal Whi,39.24451664448536,9399.81,No
Colimoro Montepul D'Abruzzo,31.028207461328485,131.88,No
Collezione Chianti,35.07014028056112,179.64000000000001,No
Collezione Monte d'Abruzzo,34.669338677354716,588.82,No
Colombo Cape Bleue Rose VdP,34.05835075101845,44825.13,No
Colombo Marsala Dry,33.13850364816475,8687.93,No
Colombo Marsala Sweet,35.74948086928637,32804.840000000004,No
Colores del Sol Malbec Rsv,31.420511094198233,10931.84,No
Colosi Nero D'Avola Sicilia,33.69144481311577,18055.83,No
Colosi Sicilia Dry Red,38.962593857433625,7015.96,No
Columbia Crest G E Cab Svgn,43.122532371820476,183749.32,No
Columbia Crest Gr Ests Syrah,34.29844097995547,938.4100000000001,No
Columbia Crest Grand Chard,48.124816098939355,99272.13,No
Columbia Crest Grand Merlot,42.93102148144364,98663.76,No
Columbia Crest H3 Svgn Bl,47.78051787916152,519.04,No
Columbia Crest Twin Vns Merl,35.73428166129556,11152.26,No
Columbia Crest Two Cab Svgn,37.12126768264656,13771.27,No
Columbia Crest Two Vines Rsl,21.483104639214915,630.91,No
Columbia Crest Two Vn Shiraz,51.61887957653286,226.70000000000002,No
Columbia Crest Two Vns Chard,36.74102011030314,21678.44,No
Columbia Crest Vns Merlot/Ca,36.20909185208235,7712.4,No
Columbia Crest Walter Clore,61.99604624692985,500.78999999999996,No
Columbia Winery Cab Svgn,56.91047563261763,8262.89,No
Columbia Winery Chard,30.859831756115693,15145.87,No
Columbia Winery Merlot,63.4024303073624,503.64,No
Columbia Winery Red Blend,60.896854434656625,1642.6299999999999,No
Columna Albarino,37.39533444213697,15379.94,No
Comandon XO Cognac,96.21201630894684,2599.8,No
Comm Bargemone d'Aix Blanc,21.92452815555065,2578.71,No
Commander Quincy's Rum Toddy,78.25459743972968,6925.05,No
Commanderie Bargmn Prov Rose,44.21886759507137,79948.61,No
Common Man Pnt Grigio,27.44778148560128,4854.599999999999,No
Common Man Slctn Woodford Rs,20.634920634920643,2253.51,No
Comoloco Monastrell Jumilla,17.24137931034482,269.7,No
Compilation Cab Svgn,35.154826958105645,658.8,No
Complicated Pnt Nr,67.98314902580304,16141.499999999998,No
Concannon Crimson & Clover,32.87143956889915,311.76,No
Concannon Founder Chard,40.384619398794754,4790.71,No
Concannon Glen Ellen Wh Zin,83.44827586206897,15.950000000000001,Yes
Concannon Irish Whiskey,21.873578899499773,263.88,No
Concannon Petite Sirah Cntrl,91.87728847105394,3536.75,No
Concannon Select Vyds Pnt Nr,40.2475524649508,28135.45,No
Conch Republic Dark Rum,51.69468908460102,224.82,No
Conn Crk Ltd Rls Np Cab Svgn,21.91851124922763,6878.25,No
Connemara Irish Whiskey,21.262692728734333,54672.05,No
Cono Sur Cab Svgn Cntrl Vly,42.2659061038933,7426.08,No
Cono Sur Chard Cntrl Vly,47.19549880473441,5488.32,No
Cono Sur Organic Cab Svgn,38.85932484307521,8875.27,No
Cono Sur Organic Chard,41.36147131885412,6143.06,No
Cono Sur Organic Svgn Bl,53.49434737923947,2315.7400000000002,No
Cono Sur Pnt Nr Rapel,36.64483634881267,18373.53,No
Cono Sur Svgn Bl Cntrl Vly,40.547670617766855,16413.15,No
Cono Sur Vision Cab Svgn,25.942577469197282,2811.44,No
Cono Sur Vision Pnt Nr,41.78155931017314,2972.34,No
Cono Sur Vision Svgn Bl Csbl,38.88997212887242,2615.61,No
Conquista Malbec Mendoza,33.31096932178728,73048.91,No
Conservancy Concannon Chard,1.963048498845267,77.94,No
Constanti Brunello Montalcno,29.501832496267134,1841.75,No
Conterno Barolo Sori Gnestra,37.4627944964909,3097.66,No
Conterno Fantino Barb Alba,0.47644899338285346,2634.0699999999997,No
Conterno Fantino Barolo Mosc,47.89281849112121,4370.53,No
Conti Zecca Negroamaro 10,97.33790828547039,10859.130000000001,No
Conti Zecca Primitivo,34.298440979955465,520.84,No
Contos de Valpiedra Rioja,32.86643321660831,199.9,No
Contratto 08 Milesimato Brut,79.97450786007647,2965.62,No
Conundrum Sparkling 25th Ann,31.972789115646254,1199.52,No
Convento Las Claras 12 Tinto,87.00269362754142,4065.1499999999996,No
Cooks Brut,29.856299277512516,155608.26,No
Cooks Extra Dry,33.59007264852275,204172.08,No
Cooks Extra Dry Champagne,21.57706912963194,2973.11,No
Cooks Grand Reserve,13.45749894972693,285.64,No
Cooks Spumante,31.71825636988424,18621.61,No
Copa di Vino Cab Svgn,50.34196540114766,1416.8100000000002,No
Copa di Vino Chard,59.52285965052262,1503.96,No
Copa di Vino Pnt Grigio,59.602649006622514,2255.94,No
Copain Monument Tree Pnt Nr,96.86699244610827,1049.79,No
Copain Tous Ensemble 12 Chrd,50.849037745997016,65335.14,No
Copain Tous Ensemble Pnt Nr,9.870741423842874,5253.8099999999995,No
Copain Wentzel Pnt Nr,90.66272950253614,839.86,No
Coppa La Rocca Gavi,39.33620566975656,12226.98,No
Coppo L'Avvocata,42.214430770832976,1152.26,No
Corazon de Agave Anejo,18.658594647702966,23775.96,No
Corazon de Agave Blanco,25.587469759843646,43572.03,No
Corbett Canyon Cab Svgn,46.70696445389883,18187.93,No
Corbett Canyon Chard,40.517255403325294,194253.56,No
Corbett Canyon Merlot,42.69463458223927,20904.43,No
Corbett Canyon Pnt Grigio,23.271527935003594,215194.76,No
Corbett Canyon Pnt Nr,23.95199104206033,1143.1200000000001,No
Corbett Canyon Wh Znfdl,53.446721341253266,25781.34,No
Cormons Schioppettino,16.243264049268678,363.72,No
Corner Creek Rsv Bourbon,25.66731671623586,56577.979999999996,No
Cornerstone Pnt Gris 13 Napa,32.09289691701752,13916.07,No
Cornerstone WV Pnt Nr 11,32.397080921373814,28389.78,No
Coronet VSQ,32.4975255691191,181.85999999999999,No
Corral De Peidra Cab Svgn,33.3471066292323,9196.54,No
Corralejo Blanco Tequila,22.92451580032031,17507.239999999998,No
Corralejo Reposado Tequila,26.055528143362267,109744.34999999999,No
Cortijo Rosado Rioja,69.05352562754909,237.83,Yes
Cortijo Tinto Rioja,35.45347467608952,195.27,No
Coruba Rum,24.216144096064042,179.88,No
Corvo Moscato Siciliarvo,23.51543447646432,8151.88,No
Corvo Nero d'Avola & Pnt Gr,80.8098722744683,5367.76,No
Corvo Pnt Grigio,9.06188660514856,2659.38,No
Corvo Pnt Nr,30.161507532819844,10321.5,No
Corvo Sicily Nero D'Avola,33.04220464024409,29563.1,No
Corzo Anejo Tequila,18.194076577427523,30702.52,No
Corzo Silver Tequila,25.718000743005742,699.86,No
Cos d'Estournel St Estephe,33.7744591486383,2099.9300000000003,No
Cosentino The Franc,26.129139052374732,17791.21,No
Cosentino The Zin,41.27513580482227,629.58,No
Coste di Brenta Cerasuolo,2.62805759246375,186.83,No
Cote Mas Blanc Mediterrane,91.71021805730761,1609.21,No
Cote Mas Rose Aurore,30.554162456075645,11983.67,No
Couleurs Du Sud Viognier,79.86221515633281,2547.45,No
Couly-Dutheil Chinon Rose,87.54131163942627,1219.3899999999999,No
Courvoisier 12 Yr Cognac,24.012166388247593,46321.060000000005,No
Courvoisier C,24.229527887353164,13886.94,No
Courvoisier L'Essence Cognac,25.925958605760595,3399.99,No
Courvoisier Rose,93.15508382909681,591.68,No
Courvoisier VS Cognac,21.675793228543508,602624.1799999999,No
Courvoisier VS Gift Pak,24.81825006592326,14372.769999999999,No
Courvoisier VSOP Cognac,18.127013584936808,137866.67,No
Courvoisier VSOP VAP,29.511186045751575,10403.140000000001,No
Cousino Macul RSV Cab Svgn,44.07657150885824,9821.93,No
Couvent des Thorins Moulin,97.31589072720276,649.75,No
Covey Run Rsl Columbia Vly,34.44924764231777,14471.84,No
Cragganmore 12-Yr Sngle Malt,17.598993203214857,39698.18,No
Craggy Range Svgn Bl Marlbro,34.707697285554154,10384.439999999999,No
Craigellachie 13 Yr Scotch,1.9234181613852512,29755.88,No
Crane Lake Cab Svgn Cal,17.343330578454335,733.75,No
Crane Lake Chard Cal,17.775305895439374,943.9499999999999,No
Crane Lake Pnt Grigio Cal,33.815350389321466,539.4,No
Creme Yvette Liqueur,61.83826594414339,47.98,No
Creta Olympia Red,35.35353535353535,23.759999999999998,No
Creta Olympia White,56.3717306622148,431.28,No
Cribari Chianti,38.539082364809914,19428.2,No
Cribari Marsala,32.541825449035954,93075.51,No
Crios Cab Svgn,41.358564799449674,3314.38,No
Crios Malbec,36.289413580675955,16546.010000000002,No
Crios Rose of Malbec,26.706662530055077,12893.0,No
Cristobal Pie Palo Viognier,40.867389491242704,359.7,No
Cristobal Pie de Palo Malbec,34.195162635529606,431.64,No
Cristom Estate Pnt Gr Eola A,23.863862942683173,1955.9699999999998,No
Cristom Pnt Nr Sommers Rsv,31.983863746027886,2300.4100000000003,No
Cristom Vyds Viognier Estate,7.23959855792654,1231.56,No
Croft Port 11,85.01543462163539,1039.87,No
Croft Reserve Tawny,17.542104385526084,719.64,No
Croft Tawny Porto,0.04170141784821336,191.84,No
Croix de Basson Rose Organic,89.61543959971408,1748.75,No
Croix de Beaucaillou St Juln,72.0435198978506,1879.6,No
Crop Meyer Lemon Vodka,20.627802690582957,173.94,No
Cross Springs Pnt Nr Colusa,32.930504696280984,48887.62,No
Crossbarn Cab Svgn,34.208552138034506,439.89,No
Crown Royal,23.422839285859453,3050260.56,No
Crown Royal +2 Reusable Cups,6.80570499759621,214036.9,No
Crown Royal 75th Anniversary,76.62338859468403,4339.38,No
Crown Royal Apple,89.80617372577171,27.86,Yes
Crown Royal Black,30.47771238128743,250548.03999999998,No
Crown Royal Canadian Whisky,19.5713774633992,247039.74,No
Crown Royal Cornerstone Blnd,16.557610203175116,51531.41,No
Crown Royal Hand Slct Barrel,60.923560608458985,84969.41,No
Crown Royal Honey Limited,26.510234098174863,39950.76,No
Crown Royal Maple Whisky,52.12374939516835,214952.68,No
Crown Royal Mini,26.373614008639667,80873.52,No
Crown Royal No Harvest Rye,61.44920079118998,8978.88,No
Crown Royal Party Pak,22.999108134230063,95115.21,No
Crown Royal RSV,23.5563878413857,103789.13,No
Crown Royal Regal Apple,32.68978427816866,751229.65,No
